[2020-12-02 13:57:54] This is codeql database create codeql-db --language=java --source-root . -c ./gradlew -Dorg.gradle.caching=false --no-daemon -S clean assembleDebug
[2020-12-02 13:57:54] Log file was started late.
[2020-12-02 13:57:54] [PROGRESS] database create> Running command [./gradlew, -Dorg.gradle.caching=false, --no-daemon, -S, clean, assembleDebug] in /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2.
[2020-12-02 13:57:54] Running plumbing command: codeql database trace-command --working-dir=/media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2 -- /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2/codeql-db ./gradlew -Dorg.gradle.caching=false --no-daemon -S clean assembleDebug
[2020-12-02 13:57:54] [PROGRESS] database trace-command> /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2/codeql-db: Running in /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2: [./gradlew, -Dorg.gradle.caching=false, --no-daemon, -S, clean, assembleDebug]
[2020-12-02 13:57:54] Setting up tracing from specification at /media/data/nacoop/codeql-home/codeql/java/tools/compiler-tracing.spec.
[2020-12-02 13:58:04] [build] > Transform interpolator.aar (androidx.interpolator:interpolator:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-livedata-core.aar (androidx.lifecycle:lifecycle-livedata-core:2.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform sqlite.aar (androidx.sqlite:sqlite:2.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform localbroadcastmanager.aar (androidx.localbroadcastmanager:localbroadcastmanager:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-livedata.aar (androidx.lifecycle:lifecycle-livedata:2.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-livedata.aar (androidx.lifecycle:lifecycle-livedata:2.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform versionedparcelable.aar (androidx.versionedparcelable:versionedparcelable:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform room-common.jar (androidx.room:room-common:2.1.0-alpha02) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform sqlite-framework.aar (androidx.sqlite:sqlite-framework:2.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform core.aar (androidx.core:core:1.0.1) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform room-common.jar (androidx.room:room-common:2.1.0-alpha02) with IdentityTransform
[2020-12-02 13:58:04] [build] > Transform versionedparcelable.aar (androidx.versionedparcelable:versionedparcelable:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform collection.jar (androidx.collection:collection:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform core.aar (androidx.core:core:1.0.1) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-livedata.aar (androidx.lifecycle:lifecycle-livedata:2.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform collection.jar (androidx.collection:collection:1.0.0) with IdentityTransform
[2020-12-02 13:58:04] [build] > Transform asynclayoutinflater.aar (androidx.asynclayoutinflater:asynclayoutinflater:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform asynclayoutinflater.aar (androidx.asynclayoutinflater:asynclayoutinflater:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform sqlite.aar (androidx.sqlite:sqlite:2.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform swiperefreshlayout.aar (androidx.swiperefreshlayout:swiperefreshlayout:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform swiperefreshlayout.aar (androidx.swiperefreshlayout:swiperefreshlayout:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform sqlite-framework.aar (androidx.sqlite:sqlite-framework:2.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform slidingpanelayout.aar (androidx.slidingpanelayout:slidingpanelayout:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform asynclayoutinflater.aar (androidx.asynclayoutinflater:asynclayoutinflater:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform slidingpanelayout.aar (androidx.slidingpanelayout:slidingpanelayout:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform swiperefreshlayout.aar (androidx.swiperefreshlayout:swiperefreshlayout:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform slidingpanelayout.aar (androidx.slidingpanelayout:slidingpanelayout:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform coordinatorlayout.aar (androidx.coordinatorlayout:coordinatorlayout:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform customview.aar (androidx.customview:customview:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform drawerlayout.aar (androidx.drawerlayout:drawerlayout:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform viewpager.aar (androidx.viewpager:viewpager:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform cursoradapter.aar (androidx.cursoradapter:cursoradapter:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform versionedparcelable.aar (androidx.versionedparcelable:versionedparcelable:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform customview.aar (androidx.customview:customview:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform drawerlayout.aar (androidx.drawerlayout:drawerlayout:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform coordinatorlayout.aar (androidx.coordinatorlayout:coordinatorlayout:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform viewpager.aar (androidx.viewpager:viewpager:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform cursoradapter.aar (androidx.cursoradapter:cursoradapter:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform customview.aar (androidx.customview:customview:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform sqlite-framework.aar (androidx.sqlite:sqlite-framework:2.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform viewpager.aar (androidx.viewpager:viewpager:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform drawerlayout.aar (androidx.drawerlayout:drawerlayout:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform cursoradapter.aar (androidx.cursoradapter:cursoradapter:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform loader.aar (androidx.loader:loader:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform coordinatorlayout.aar (androidx.coordinatorlayout:coordinatorlayout:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform transition.aar (androidx.transition:transition:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform vectordrawable.aar (androidx.vectordrawable:vectordrawable:1.0.1) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-core-utils.aar (androidx.legacy:legacy-support-core-utils:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform loader.aar (androidx.loader:loader:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform transition.aar (androidx.transition:transition:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform vectordrawable.aar (androidx.vectordrawable:vectordrawable:1.0.1) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-core-utils.aar (androidx.legacy:legacy-support-core-utils:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-core-ui.aar (androidx.legacy:legacy-support-core-ui:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform vectordrawable-animated.aar (androidx.vectordrawable:vectordrawable-animated:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform loader.aar (androidx.loader:loader:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform vectordrawable.aar (androidx.vectordrawable:vectordrawable:1.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform transition.aar (androidx.transition:transition:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-core-ui.aar (androidx.legacy:legacy-support-core-ui:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform vectordrawable-animated.aar (androidx.vectordrawable:vectordrawable-animated:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform fragment.aar (androidx.fragment:fragment:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform jackson-core.jar (com.fasterxml.jackson.core:jackson-core:2.7.4) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform jackson-core.jar (com.fasterxml.jackson.core:jackson-core:2.7.4) with IdentityTransform
[2020-12-02 13:58:04] [build] > Transform jsr305.jar (com.google.code.findbugs:jsr305:3.0.1) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform fragment.aar (androidx.fragment:fragment:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-core-ui.aar (androidx.legacy:legacy-support-core-ui:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform android.joda.aar (net.danlew:android.joda:2.9.9.4) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform media.aar (androidx.media:media:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform jsr305.jar (com.google.code.findbugs:jsr305:3.0.1) with IdentityTransform
[2020-12-02 13:58:04] [build] > Transform android-color-picker.aar (uk.co.jordanrobinson:android-color-picker:1.0.2) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform media.aar (androidx.media:media:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-core-utils.aar (androidx.legacy:legacy-support-core-utils:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform android.joda.aar (net.danlew:android.joda:2.9.9.4) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform android-color-picker.aar (uk.co.jordanrobinson:android-color-picker:1.0.2) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform fragment.aar (androidx.fragment:fragment:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform fab.aar (com.github.clans:fab:1.6.4) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform fab.aar (com.github.clans:fab:1.6.4) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform okhttp.jar (com.squareup.okhttp3:okhttp:3.10.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform media.aar (androidx.media:media:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform room-runtime.aar (androidx.room:room-runtime:2.1.0-alpha02) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform room-runtime.aar (androidx.room:room-runtime:2.1.0-alpha02) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform recyclerview.aar (androidx.recyclerview:recyclerview:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform okhttp.jar (com.squareup.okhttp3:okhttp:3.10.0) with IdentityTransform
[2020-12-02 13:58:04] [build] > Transform recyclerview.aar (androidx.recyclerview:recyclerview:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform cardview.aar (androidx.cardview:cardview:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform room-runtime.aar (androidx.room:room-runtime:2.1.0-alpha02) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform cardview.aar (androidx.cardview:cardview:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform recyclerview.aar (androidx.recyclerview:recyclerview:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform appcompat.aar (androidx.appcompat:appcompat:1.0.2) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform constraintlayout.aar (androidx.constraintlayout:constraintlayout:2.0.0-alpha2) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform cardview.aar (androidx.cardview:cardview:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform appcompat.aar (androidx.appcompat:appcompat:1.0.2) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform constraintlayout.aar (androidx.constraintlayout:constraintlayout:2.0.0-alpha2) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform material.aar (com.google.android.material:material:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform fab.aar (com.github.clans:fab:1.6.4) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform material.aar (com.google.android.material:material:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform recyclerview-multiselect.aar (com.bignerdranch.android:recyclerview-multiselect:0.2) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform recyclerview-multiselect.aar (com.bignerdranch.android:recyclerview-multiselect:0.2) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform recyclerview-multiselect.aar (com.bignerdranch.android:recyclerview-multiselect:0.2) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-v4.aar (androidx.legacy:legacy-support-v4:1.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-v4.aar (androidx.legacy:legacy-support-v4:1.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform legacy-support-v4.aar (androidx.legacy:legacy-support-v4:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform core.aar (androidx.core:core:1.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform licensesdialog.aar (de.psdev.licensesdialog:licensesdialog:1.8.3) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform dropbox-core-sdk.jar (com.dropbox.core:dropbox-core-sdk:3.0.8) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform vectordrawable-animated.aar (androidx.vectordrawable:vectordrawable-animated:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform dropbox-core-sdk.jar (com.dropbox.core:dropbox-core-sdk:3.0.8) with IdentityTransform
[2020-12-02 13:58:04] [build] > Transform commons-csv.jar (org.apache.commons:commons-csv:1.5) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform licensesdialog.aar (de.psdev.licensesdialog:licensesdialog:1.8.3) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform commons-csv.jar (org.apache.commons:commons-csv:1.5) with IdentityTransform
[2020-12-02 13:58:04] [build] > Transform multidex.aar (androidx.multidex:multidex:2.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform multidex.aar (androidx.multidex:multidex:2.0.0) with ExtractAarTransform
[2020-12-02 13:58:04] [build] > Transform multidex.aar (androidx.multidex:multidex:2.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform animal-sniffer-annotations.jar (org.codehaus.mojo:animal-sniffer-annotations:1.14) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform j2objc-annotations.jar (com.google.j2objc:j2objc-annotations:1.1) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform error_prone_annotations.jar (com.google.errorprone:error_prone_annotations:2.0.18) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform checker-qual.jar (org.checkerframework:checker-qual:2.0.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform jsr305.jar (com.google.code.findbugs:jsr305:1.3.9) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform gson.jar (com.google.code.gson:gson:2.8.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform icu4j.jar (com.ibm.icu:icu4j:58.2) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform javax.json.jar (org.glassfish:javax.json:1.0.4) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform material.aar (com.google.android.material:material:1.0.0) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform org.abego.treelayout.core.jar (org.abego.treelayout:org.abego.treelayout.core:1.0.3) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform ST4.jar (org.antlr:ST4:4.0.8) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform antlr4-runtime.jar (org.antlr:antlr4-runtime:4.7.1) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform guava.jar (com.google.guava:guava:23.5-jre) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform annotations.jar (org.jetbrains:annotations:13.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform kotlin-stdlib-common.jar (org.jetbrains.kotlin:kotlin-stdlib-common:1.2.70) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform licensesdialog.aar (de.psdev.licensesdialog:licensesdialog:1.8.3) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform commons-codec.jar (commons-codec:commons-codec:1.10) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform antlr4.jar (org.antlr:antlr4:4.7.1) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform javapoet.jar (com.squareup:javapoet:1.8.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform sqlite-jdbc.jar (org.xerial:sqlite-jdbc:3.20.1) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform auto-common.jar (com.google.auto:auto-common:0.10) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform kotlin-stdlib.jar (org.jetbrains.kotlin:kotlin-stdlib:1.2.70) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform auto-value-annotations.jar (com.google.auto.value:auto-value-annotations:1.6.2) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform room-migration.jar (androidx.room:room-migration:2.1.0-alpha02) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform kotlin-compiler-lite.jar (me.eugeniomarletti.kotlin.metadata:kotlin-compiler-lite:1.0.3-k-1.2.40) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform kotlin-metadata.jar (me.eugeniomarletti.kotlin.metadata:kotlin-metadata:1.4.0) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-runtime.aar (androidx.lifecycle:lifecycle-runtime:2.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform room-compiler.jar (androidx.room:room-compiler:2.1.0-alpha02) with JetifyTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-viewmodel.aar (androidx.lifecycle:lifecycle-viewmodel:2.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform print.aar (androidx.print:print:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform interpolator.aar (androidx.interpolator:interpolator:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform localbroadcastmanager.aar (androidx.localbroadcastmanager:localbroadcastmanager:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform documentfile.aar (androidx.documentfile:documentfile:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform core-runtime.aar (androidx.arch.core:core-runtime:2.0.1-alpha01) with AarTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-livedata.aar (androidx.lifecycle:lifecycle-livedata:2.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform lifecycle-livedata-core.aar (androidx.lifecycle:lifecycle-livedata-core:2.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform sqlite.aar (androidx.sqlite:sqlite:2.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform sqlite-framework.aar (androidx.sqlite:sqlite-framework:2.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform cursoradapter.aar (androidx.cursoradapter:cursoradapter:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform android-color-picker.aar (uk.co.jordanrobinson:android-color-picker:1.0.2) with AarCompileClassesTransform
[2020-12-02 13:58:04] [build] > Transform core.aar (androidx.core:core:1.0.1) with AarTransform
[2020-12-02 13:58:04] [build] > Transform asynclayoutinflater.aar (androidx.asynclayoutinflater:asynclayoutinflater:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform swiperefreshlayout.aar (androidx.swiperefreshlayout:swiperefreshlayout:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform versionedparcelable.aar (androidx.versionedparcelable:versionedparcelable:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform slidingpanelayout.aar (androidx.slidingpanelayout:slidingpanelayout:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform coordinatorlayout.aar (androidx.coordinatorlayout:coordinatorlayout:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform customview.aar (androidx.customview:customview:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform drawerlayout.aar (androidx.drawerlayout:drawerlayout:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform viewpager.aar (androidx.viewpager:viewpager:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform loader.aar (androidx.loader:loader:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform transition.aar (androidx.transition:transition:1.0.0) with AarTransform
[2020-12-02 13:58:04] [build] > Transform vectordrawable.aar (androidx.vectordrawable:vectordrawable:1.0.1) with AarTransform
